epoch,train/acc,train/base_lr,train/coco/bbox_mAP,train/coco/bbox_mAP_50,train/coco/bbox_mAP_75,train/coco/bbox_mAP_l,train/coco/bbox_mAP_m,train/coco/bbox_mAP_s,train/data_time,train/loss,train/loss_bbox,train/loss_cls,train/loss_rpn_bbox,train/loss_rpn_cls,train/lr,train/memory,train/time,val/acc,val/base_lr,val/coco/bbox_mAP,val/coco/bbox_mAP_50,val/coco/bbox_mAP_75,val/coco/bbox_mAP_l,val/coco/bbox_mAP_m,val/coco/bbox_mAP_s,val/data_time,val/iter,val/loss,val/loss_bbox,val/loss_cls,val/loss_rpn_bbox,val/loss_rpn_cls,val/lr,val/memory,val/step,val/time,test/coco_bbox_mAP,test/coco_bbox_mAP_50,test/coco_bbox_mAP_75,test/coco_bbox_mAP_l,test/coco_bbox_mAP_m,test/coco_bbox_mAP_s
57.0,99.510780,0.000041,,,,,,,0.015767,0.040070,0.025073,0.011611,0.002631,0.000755,0.000005,2641.134615,0.215437,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,99.573693,0.000040,,,,,,,0.015782,0.038117,0.024002,0.011033,0.002513,0.000570,0.000005,2649.884615,0.213820,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,99.553974,0.000038,,,,,,,0.015806,0.037757,0.023696,0.010942,0.002507,0.000612,0.000004,2643.778846,0.214160,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,99.605619,0.000037,,,,,,,0.015486,0.035684,0.022338,0.010206,0.002479,0.000661,0.000004,2644.865385,0.215203,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,99.577449,0.000035,,,,,,,0.015395,0.035545,0.022328,0.010272,0.002483,0.000463,0.000004,2641.634615,0.215463,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,99.535194,0.000034,,,,,,,0.015854,0.036026,0.022706,0.010433,0.002388,0.000501,0.000004,2646.586538,0.215165,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,99.618765,0.000032,,,,,,,0.015414,0.034311,0.021877,0.009663,0.002288,0.000483,0.000004,2649.250000,0.214533,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,99.565242,0.000031,,,,,,,0.015688,0.034650,0.022162,0.009726,0.002328,0.000435,0.000004,2646.557692,0.215458,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,99.623460,0.000029,,,,,,,0.015224,0.034851,0.022086,0.009852,0.002404,0.000509,0.000004,2641.278846,0.215158,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,99.615009,0.000028,,,,,,,0.015203,0.034041,0.021566,0.009755,0.002170,0.000550,0.000003,2644.740385,0.213562,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,99.569937,0.000027,,,,,,,0.015451,0.033548,0.021154,0.009625,0.002277,0.000491,0.000003,2642.961538,0.213699,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,99.579327,0.000025,,,,,,,0.015643,0.033496,0.021252,0.009502,0.002229,0.000513,0.000003,2642.663462,0.215135,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,99.569937,0.000024,,,,,,,0.015904,0.032416,0.020558,0.009198,0.002256,0.000403,0.000003,2638.711538,0.214005,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,99.587778,0.000023,,,,,,,0.015858,0.032229,0.020566,0.009157,0.002142,0.000364,0.000003,2645.836538,0.213687,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,99.649752,0.000021,,,,,,,0.015427,0.031578,0.020104,0.008839,0.002133,0.000502,0.000003,2649.288462,0.216017,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,99.677922,0.000020,,,,,,,0.015638,0.030666,0.019557,0.008628,0.002070,0.000411,0.000003,2668.192308,0.216116,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,99.644118,0.000019,,,,,,,0.015058,0.030845,0.019684,0.008725,0.002082,0.000354,0.000003,2645.923077,0.216261,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,99.664776,0.000018,,,,,,,0.015232,0.029435,0.018838,0.008182,0.002043,0.000373,0.000003,2630.855769,0.213778,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,99.659142,0.000017,,,,,,,0.015201,0.030222,0.019201,0.008648,0.001990,0.000383,0.000002,2667.903846,0.215227,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,99.646935,0.000015,,,,,,,0.015324,0.029779,0.018933,0.008416,0.002004,0.000425,0.000002,2627.442308,0.214954,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,99.630972,0.000014,,,,,,,0.015556,0.029214,0.018563,0.008388,0.001934,0.000329,0.000002,2646.317308,0.215207,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,99.665715,0.000013,,,,,,,0.015159,0.028685,0.018194,0.008095,0.001982,0.000414,0.000002,2640.230769,0.213435,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,99.648813,0.000012,,,,,,,0.015023,0.029026,0.018346,0.008422,0.001907,0.000350,0.000002,2647.788462,0.214050,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,99.625338,0.000011,,,,,,,0.015037,0.028067,0.018075,0.007855,0.001832,0.000305,0.000002,2614.798077,0.214549,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,99.691068,0.000010,,,,,,,0.015659,0.027725,0.017734,0.007918,0.001786,0.000287,0.000002,2670.519231,0.215281,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,99.659142,0.000010,,,,,,,0.015138,0.027343,0.017414,0.007753,0.001844,0.000332,0.000002,2645.519231,0.213882,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,99.695763,0.000009,,,,,,,0.015275,0.026568,0.016896,0.007613,0.001765,0.000295,0.000002,2664.644231,0.215623,,,,,,,,,,,,,,,,,,,,,,,,,
84.0,99.642240,0.000008,,,,,,,0.014954,0.026612,0.016979,0.007545,0.001790,0.000297,0.000002,2645.865385,0.214965,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,99.728628,0.000007,,,,,,,0.015096,0.026207,0.016892,0.007246,0.001767,0.000303,0.000002,2660.317308,0.216068,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,99.676044,0.000006,,,,,,,0.015308,0.026407,0.016842,0.007386,0.001803,0.000376,0.000001,2635.019231,0.214110,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,99.694824,0.000006,,,,,,,0.015400,0.025707,0.016209,0.007460,0.001694,0.000344,0.000001,2646.192308,0.213597,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,99.686373,0.000005,,,,,,,0.015556,0.025858,0.016424,0.007377,0.001775,0.000282,0.000001,2643.615385,0.215048,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,99.721116,0.000004,,,,,,,0.015004,0.025274,0.016316,0.006947,0.001713,0.000298,0.000001,2653.067308,0.215486,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,99.726750,0.000004,,,,,,,0.015253,0.025081,0.015998,0.007099,0.001699,0.000285,0.000001,2664.528846,0.213761,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,99.710787,0.000003,,,,,,,0.015597,0.025335,0.016081,0.007264,0.001729,0.000261,0.000001,2668.317308,0.216637,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,99.734262,0.000003,,,,,,,0.015751,0.024907,0.015810,0.007028,0.001738,0.000331,0.000001,2619.644231,0.214144,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,99.752103,0.000003,,,,,,,0.015260,0.024215,0.015496,0.006768,0.001657,0.000293,0.000001,2655.423077,0.215571,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,99.720177,0.000002,,,,,,,0.015754,0.024139,0.015411,0.006826,0.001669,0.000233,0.000001,2670.865385,0.215107,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,99.726750,0.000002,,,,,,,0.015782,0.024642,0.015702,0.007022,0.001655,0.000263,0.000001,2664.096154,0.216296,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,99.699519,0.000002,,,,,,,0.015970,0.024406,0.015668,0.006859,0.001648,0.000230,0.000001,2668.317308,0.215969,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,99.717360,0.000001,,,,,,,0.016057,0.024373,0.015608,0.006835,0.001660,0.000269,0.000001,2634.605769,0.215240,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,99.688251,0.000001,,,,,,,0.015924,0.024119,0.015313,0.006836,0.001681,0.000289,0.000001,2641.163462,0.215274,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,99.708909,0.000001,,,,,,,0.015463,0.023960,0.015388,0.006670,0.001617,0.000285,0.000001,2635.653846,0.213861,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,99.743652,0.000001,,,,,,,0.015223,0.024018,0.015311,0.006829,0.001633,0.000246,0.000001,2638.192308,0.213307,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.057000,0.123000,0.034000,0.000000,0.001000,0.063000,0.002427,,,,,,,,,1.000000,0.044549,,,,,,
,,,,,,,,,,,,,,,,,,,,0.095000,0.175000,0.097000,0.001000,0.005000,0.105000,0.002313,,,,,,,,,2.000000,0.042448,,,,,,
,,,,,,,,,,,,,,,,,,,,0.121000,0.240000,0.095000,0.000000,0.042000,0.128000,0.002318,,,,,,,,,3.000000,0.042125,,,,,,
,,,,,,,,,,,,,,,,,,,,0.140000,0.319000,0.078000,0.400000,0.109000,0.145000,0.002353,,,,,,,,,4.000000,0.042717,,,,,,
,,,,,,,,,,,,,,,,,,,,0.183000,0.363000,0.165000,0.150000,0.120000,0.189000,0.002427,,,,,,,,,5.000000,0.042909,,,,,,
,,,,,,,,,,,,,,,,,,,,0.188000,0.377000,0.172000,0.600000,0.172000,0.189000,0.002297,,,,,,,,,6.000000,0.042300,,,,,,
,,,,,,,,,,,,,,,,,,,,0.193000,0.403000,0.136000,0.300000,0.150000,0.197000,0.002345,,,,,,,,,7.000000,0.042345,,,,,,
,,,,,,,,,,,,,,,,,,,,0.242000,0.454000,0.228000,0.000000,0.268000,0.241000,0.002325,,,,,,,,,8.000000,0.042225,,,,,,
,,,,,,,,,,,,,,,,,,,,0.220000,0.413000,0.212000,0.200000,0.276000,0.214000,0.002292,,,,,,,,,9.000000,0.042346,,,,,,
,,,,,,,,,,,,,,,,,,,,0.258000,0.474000,0.248000,0.000000,0.279000,0.256000,0.002303,,,,,,,,,10.000000,0.042606,,,,,,
,,,,,,,,,,,,,,,,,,,,0.277000,0.487000,0.282000,0.550000,0.359000,0.269000,0.002354,,,,,,,,,11.000000,0.042346,,,,,,
,,,,,,,,,,,,,,,,,,,,0.292000,0.511000,0.304000,0.400000,0.411000,0.281000,0.002250,,,,,,,,,12.000000,0.041965,,,,,,
,,,,,,,,,,,,,,,,,,,,0.264000,0.482000,0.254000,0.400000,0.371000,0.254000,0.002371,,,,,,,,,13.000000,0.042514,,,,,,
,,,,,,,,,,,,,,,,,,,,0.288000,0.513000,0.290000,0.075000,0.405000,0.278000,0.002241,,,,,,,,,14.000000,0.040580,,,,,,
,,,,,,,,,,,,,,,,,,,,0.286000,0.511000,0.304000,0.300000,0.407000,0.274000,0.002293,,,,,,,,,15.000000,0.042600,,,,,,
,,,,,,,,,,,,,,,,,,,,0.305000,0.514000,0.352000,0.500000,0.465000,0.289000,0.002308,,,,,,,,,16.000000,0.042032,,,,,,
,,,,,,,,,,,,,,,,,,,,0.311000,0.520000,0.336000,0.500000,0.486000,0.293000,0.002340,,,,,,,,,17.000000,0.042107,,,,,,
,,,,,,,,,,,,,,,,,,,,0.302000,0.524000,0.319000,0.500000,0.420000,0.291000,0.002332,,,,,,,,,18.000000,0.041638,,,,,,
,,,,,,,,,,,,,,,,,,,,0.335000,0.548000,0.384000,0.400000,0.508000,0.319000,0.002263,,,,,,,,,19.000000,0.041978,,,,,,
,,,,,,,,,,,,,,,,,,,,0.313000,0.531000,0.343000,0.300000,0.441000,0.301000,0.002303,,,,,,,,,20.000000,0.042652,,,,,,
,,,,,,,,,,,,,,,,,,,,0.305000,0.525000,0.341000,0.600000,0.471000,0.288000,0.002296,,,,,,,,,21.000000,0.042118,,,,,,
,,,,,,,,,,,,,,,,,,,,0.322000,0.532000,0.400000,0.750000,0.566000,0.297000,0.002259,,,,,,,,,22.000000,0.041581,,,,,,
,,,,,,,,,,,,,,,,,,,,0.327000,0.538000,0.382000,0.800000,0.447000,0.314000,0.002328,,,,,,,,,23.000000,0.042053,,,,,,
,,,,,,,,,,,,,,,,,,,,0.327000,0.549000,0.377000,0.800000,0.447000,0.314000,0.002273,,,,,,,,,24.000000,0.041882,,,,,,
,,,,,,,,,,,,,,,,,,,,0.341000,0.543000,0.401000,0.700000,0.518000,0.322000,0.002293,,,,,,,,,25.000000,0.042557,,,,,,
,,,,,,,,,,,,,,,,,,,,0.340000,0.539000,0.435000,0.700000,0.513000,0.322000,0.002244,,,,,,,,,26.000000,0.041496,,,,,,
,,,,,,,,,,,,,,,,,,,,0.335000,0.555000,0.383000,0.350000,0.469000,0.321000,0.002206,,,,,,,,,27.000000,0.041639,,,,,,
,,,,,,,,,,,,,,,,,,,,0.337000,0.548000,0.387000,0.400000,0.515000,0.318000,0.002384,,,,,,,,,28.000000,0.042020,,,,,,
,,,,,,,,,,,,,,,,,,,,0.344000,0.542000,0.395000,0.800000,0.507000,0.327000,0.002255,,,,,,,,,29.000000,0.041704,,,,,,
,,,,,,,,,,,,,,,,,,,,0.337000,0.543000,0.389000,0.500000,0.500000,0.321000,0.002270,,,,,,,,,30.000000,0.042648,,,,,,
,,,,,,,,,,,,,,,,,,,,0.333000,0.546000,0.384000,0.600000,0.482000,0.319000,0.002333,,,,,,,,,31.000000,0.041917,,,,,,
,,,,,,,,,,,,,,,,,,,,0.343000,0.559000,0.385000,0.600000,0.530000,0.324000,0.002296,,,,,,,,,32.000000,0.041916,,,,,,
,,,,,,,,,,,,,,,,,,,,0.350000,0.570000,0.402000,0.600000,0.496000,0.335000,0.002362,,,,,,,,,33.000000,0.041766,,,,,,
,,,,,,,,,,,,,,,,,,,,0.344000,0.558000,0.410000,0.400000,0.516000,0.326000,0.002289,,,,,,,,,34.000000,0.041755,,,,,,
,,,,,,,,,,,,,,,,,,,,0.361000,0.564000,0.438000,0.600000,0.536000,0.343000,0.002320,,,,,,,,,35.000000,0.042519,,,,,,
,,,,,,,,,,,,,,,,,,,,0.349000,0.556000,0.408000,0.700000,0.516000,0.330000,0.002351,,,,,,,,,36.000000,0.041682,,,,,,
,,,,,,,,,,,,,,,,,,,,0.353000,0.566000,0.441000,0.700000,0.534000,0.334000,0.002323,,,,,,,,,37.000000,0.042026,,,,,,
,,,,,,,,,,,,,,,,,,,,0.358000,0.554000,0.430000,0.700000,0.541000,0.339000,0.002257,,,,,,,,,38.000000,0.041828,,,,,,
,,,,,,,,,,,,,,,,,,,,0.359000,0.563000,0.433000,0.600000,0.536000,0.340000,0.002327,,,,,,,,,39.000000,0.042150,,,,,,
,,,,,,,,,,,,,,,,,,,,0.357000,0.558000,0.426000,0.500000,0.502000,0.341000,0.002336,,,,,,,,,40.000000,0.042434,,,,,,
,,,,,,,,,,,,,,,,,,,,0.353000,0.567000,0.425000,0.400000,0.499000,0.338000,0.002341,,,,,,,,,41.000000,0.042112,,,,,,
,,,,,,,,,,,,,,,,,,,,0.365000,0.570000,0.440000,0.400000,0.506000,0.352000,0.002345,,,,,,,,,42.000000,0.042219,,,,,,
,,,,,,,,,,,,,,,,,,,,0.363000,0.557000,0.422000,0.500000,0.511000,0.349000,0.002353,,,,,,,,,43.000000,0.042241,,,,,,
,,,,,,,,,,,,,,,,,,,,0.359000,0.563000,0.426000,0.500000,0.521000,0.344000,0.002350,,,,,,,,,44.000000,0.042033,,,,,,
,,,,,,,,,,,,,,,,,,,,0.360000,0.565000,0.444000,0.600000,0.523000,0.344000,0.002249,,,,,,,,,45.000000,0.041237,,,,,,
,,,,,,,,,,,,,,,,,,,,0.362000,0.555000,0.438000,0.600000,0.504000,0.348000,0.002275,,,,,,,,,46.000000,0.041890,,,,,,
,,,,,,,,,,,,,,,,,,,,0.367000,0.577000,0.426000,0.600000,0.580000,0.346000,0.002972,,,,,,,,,47.000000,0.042773,,,,,,
,,,,,,,,,,,,,,,,,,,,0.368000,0.559000,0.458000,0.500000,0.563000,0.348000,0.002813,,,,,,,,,48.000000,0.041854,,,,,,
,,,,,,,,,,,,,,,,,,,,0.368000,0.554000,0.452000,0.300000,0.556000,0.350000,0.002330,,,,,,,,,49.000000,0.041120,,,,,,
,,,,,,,,,,,,,,,,,,,,0.379000,0.576000,0.463000,0.500000,0.586000,0.358000,0.002917,,,,,,,,,50.000000,0.043839,,,,,,
,,,,,,,,,,,,,,,,,,,,0.378000,0.568000,0.480000,0.900000,0.565000,0.358000,0.002676,,,,,,,,,51.000000,0.042184,,,,,,
