epoch,train/acc,train/base_lr,train/coco/bbox_mAP,train/coco/bbox_mAP_50,train/coco/bbox_mAP_75,train/coco/bbox_mAP_l,train/coco/bbox_mAP_m,train/coco/bbox_mAP_s,train/data_time,train/loss,train/loss_bbox,train/loss_cls,train/loss_rpn_bbox,train/loss_rpn_cls,train/lr,train/memory,train/time,val/acc,val/base_lr,val/coco/bbox_mAP,val/coco/bbox_mAP_50,val/coco/bbox_mAP_75,val/coco/bbox_mAP_l,val/coco/bbox_mAP_m,val/coco/bbox_mAP_s,val/data_time,val/iter,val/loss,val/loss_bbox,val/loss_cls,val/loss_rpn_bbox,val/loss_rpn_cls,val/lr,val/memory,val/step,val/time,test/coco_bbox_mAP,test/coco_bbox_mAP_50,test/coco_bbox_mAP_75,test/coco_bbox_mAP_l,test/coco_bbox_mAP_m,test/coco_bbox_mAP_s
,,,,,,,,,,,,,,,,,,,,0.473000,0.659000,0.576000,0.900000,0.760000,0.443000,0.002314,,,,,,,,,19.000000,0.036774,,,,,,
,,,,,,,,,,,,,,,,,,,,0.490000,0.673000,0.598000,0.700000,0.782000,0.459000,0.002267,,,,,,,,,20.000000,0.038101,,,,,,
,,,,,,,,,,,,,,,,,,,,0.490000,0.683000,0.599000,0.800000,0.776000,0.460000,0.002175,,,,,,,,,21.000000,0.036795,,,,,,
,,,,,,,,,,,,,,,,,,,,0.481000,0.654000,0.583000,0.700000,0.781000,0.449000,0.002236,,,,,,,,,22.000000,0.037117,,,,,,
,,,,,,,,,,,,,,,,,,,,0.478000,0.645000,0.583000,0.800000,0.799000,0.444000,0.002274,,,,,,,,,23.000000,0.037190,,,,,,
,,,,,,,,,,,,,,,,,,,,0.470000,0.660000,0.577000,0.900000,0.778000,0.436000,0.002326,,,,,,,,,24.000000,0.037185,,,,,,
,,,,,,,,,,,,,,,,,,,,0.475000,0.657000,0.586000,0.800000,0.777000,0.443000,0.002218,,,,,,,,,25.000000,0.037741,,,,,,
,,,,,,,,,,,,,,,,,,,,0.491000,0.658000,0.593000,0.800000,0.796000,0.457000,0.002285,,,,,,,,,26.000000,0.037417,,,,,,
,,,,,,,,,,,,,,,,,,,,0.496000,0.669000,0.598000,0.800000,0.811000,0.461000,0.002364,,,,,,,,,27.000000,0.037097,,,,,,
,,,,,,,,,,,,,,,,,,,,0.487000,0.666000,0.597000,0.900000,0.780000,0.457000,0.002259,,,,,,,,,28.000000,0.037413,,,,,,
,,,,,,,,,,,,,,,,,,,,0.489000,0.666000,0.597000,0.700000,0.789000,0.458000,0.002272,,,,,,,,,29.000000,0.037272,,,,,,
,,,,,,,,,,,,,,,,,,,,0.486000,0.648000,0.594000,0.900000,0.788000,0.453000,0.002296,,,,,,,,,30.000000,0.038298,,,,,,
,,,,,,,,,,,,,,,,,,,,0.481000,0.646000,0.587000,0.900000,0.774000,0.450000,0.002319,,,,,,,,,31.000000,0.037074,,,,,,
,,,,,,,,,,,,,,,,,,,,0.488000,0.650000,0.602000,0.800000,0.791000,0.457000,0.002272,,,,,,,,,32.000000,0.037065,,,,,,
,,,,,,,,,,,,,,,,,,,,0.497000,0.660000,0.608000,0.800000,0.805000,0.464000,0.002259,,,,,,,,,33.000000,0.037019,,,,,,
,,,,,,,,,,,,,,,,,,,,0.485000,0.646000,0.588000,0.900000,0.802000,0.451000,0.002293,,,,,,,,,34.000000,0.037325,,,,,,
,,,,,,,,,,,,,,,,,,,,0.493000,0.650000,0.601000,0.900000,0.804000,0.460000,0.002272,,,,,,,,,35.000000,0.038022,,,,,,
,,,,,,,,,,,,,,,,,,,,0.494000,0.668000,0.590000,0.800000,0.763000,0.469000,0.002300,,,,,,,,,36.000000,0.036973,,,,,,
,,,,,,,,,,,,,,,,,,,,0.500000,0.659000,0.599000,0.800000,0.799000,0.468000,0.002305,,,,,,,,,37.000000,0.037402,,,,,,
,,,,,,,,,,,,,,,,,,,,0.482000,0.620000,0.580000,0.900000,0.804000,0.447000,0.002290,,,,,,,,,38.000000,0.037245,,,,,,
,,,,,,,,,,,,,,,,,,,,0.484000,0.653000,0.586000,0.900000,0.791000,0.451000,0.002324,,,,,,,,,39.000000,0.037100,,,,,,
,,,,,,,,,,,,,,,,,,,,0.494000,0.657000,0.615000,0.900000,0.798000,0.462000,0.002243,,,,,,,,,40.000000,0.037553,,,,,,
,,,,,,,,,,,,,,,,,,,,0.505000,0.687000,0.597000,0.900000,0.823000,0.469000,0.002258,,,,,,,,,41.000000,0.037005,,,,,,
,,,,,,,,,,,,,,,,,,,,0.498000,0.661000,0.601000,0.800000,0.799000,0.466000,0.002280,,,,,,,,,42.000000,0.037135,,,,,,
,,,,,,,,,,,,,,,,,,,,0.505000,0.684000,0.603000,0.900000,0.778000,0.476000,0.002221,,,,,,,,,43.000000,0.036866,,,,,,
,,,,,,,,,,,,,,,,,,,,0.494000,0.660000,0.602000,0.900000,0.792000,0.462000,0.002270,,,,,,,,,44.000000,0.036897,,,,,,
,,,,,,,,,,,,,,,,,,,,0.500000,0.660000,0.611000,0.900000,0.813000,0.465000,0.002253,,,,,,,,,45.000000,0.037582,,,,,,
,,,,,,,,,,,,,,,,,,,,0.498000,0.657000,0.610000,0.800000,0.790000,0.467000,0.002221,,,,,,,,,46.000000,0.036693,,,,,,
,,,,,,,,,,,,,,,,,,,,0.503000,0.660000,0.608000,1.000000,0.825000,0.469000,0.002228,,,,,,,,,47.000000,0.036953,,,,,,
,,,,,,,,,,,,,,,,,,,,0.493000,0.659000,0.601000,0.900000,0.802000,0.460000,0.002244,,,,,,,,,48.000000,0.037037,,,,,,
,,,,,,,,,,,,,,,,,,,,0.495000,0.650000,0.595000,0.800000,0.810000,0.463000,0.002211,,,,,,,,,49.000000,0.036603,,,,,,
,,,,,,,,,,,,,,,,,,,,0.500000,0.667000,0.596000,0.900000,0.812000,0.466000,0.002309,,,,,,,,,50.000000,0.037413,,,,,,
,,,,,,,,,,,,,,,,,,,,0.506000,0.667000,0.610000,0.900000,0.799000,0.475000,0.002323,,,,,,,,,51.000000,0.037057,,,,,,
,,,,,,,,,,,,,,,,,,,,0.501000,0.669000,0.600000,0.800000,0.793000,0.471000,0.002236,,,,,,,,,52.000000,0.036843,,,,,,
,,,,,,,,,,,,,,,,,,,,0.491000,0.658000,0.599000,0.900000,0.806000,0.458000,0.002210,,,,,,,,,53.000000,0.036654,,,,,,
,,,,,,,,,,,,,,,,,,,,0.491000,0.649000,0.601000,0.900000,0.793000,0.461000,0.002318,,,,,,,,,54.000000,0.036604,,,,,,
,,,,,,,,,,,,,,,,,,,,0.489000,0.641000,0.587000,0.800000,0.800000,0.456000,0.002294,,,,,,,,,55.000000,0.037510,,,,,,
,,,,,,,,,,,,,,,,,,,,0.494000,0.641000,0.601000,0.900000,0.796000,0.463000,0.002246,,,,,,,,,56.000000,0.036933,,,,,,
,,,,,,,,,,,,,,,,,,,,0.497000,0.660000,0.597000,0.900000,0.784000,0.467000,0.002252,,,,,,,,,57.000000,0.036953,,,,,,
,,,,,,,,,,,,,,,,,,,,0.490000,0.639000,0.602000,0.900000,0.815000,0.455000,0.002245,,,,,,,,,58.000000,0.037453,,,,,,
,,,,,,,,,,,,,,,,,,,,0.486000,0.638000,0.590000,0.900000,0.801000,0.452000,0.002225,,,,,,,,,59.000000,0.036885,,,,,,
,,,,,,,,,,,,,,,,,,,,0.484000,0.631000,0.602000,0.900000,0.795000,0.449000,0.002390,,,,,,,,,60.000000,0.037850,,,,,,
,,,,,,,,,,,,,,,,,,,,0.486000,0.650000,0.601000,0.900000,0.801000,0.452000,0.002281,,,,,,,,,61.000000,0.037102,,,,,,
,,,,,,,,,,,,,,,,,,,,0.489000,0.640000,0.601000,0.900000,0.793000,0.456000,0.002238,,,,,,,,,62.000000,0.036662,,,,,,
,,,,,,,,,,,,,,,,,,,,0.494000,0.641000,0.602000,0.900000,0.795000,0.462000,0.002303,,,,,,,,,63.000000,0.037294,,,,,,
,,,,,,,,,,,,,,,,,,,,0.503000,0.656000,0.608000,0.900000,0.808000,0.470000,0.002258,,,,,,,,,64.000000,0.037396,,,,,,
,,,,,,,,,,,,,,,,,,,,0.483000,0.631000,0.588000,0.900000,0.805000,0.448000,0.002264,,,,,,,,,65.000000,0.037979,,,,,,
,,,,,,,,,,,,,,,,,,,,0.494000,0.650000,0.598000,0.900000,0.802000,0.461000,0.002328,,,,,,,,,66.000000,0.037109,,,,,,
,,,,,,,,,,,,,,,,,,,,0.496000,0.641000,0.599000,0.900000,0.806000,0.462000,0.002449,,,,,,,,,67.000000,0.037066,,,,,,
,,,,,,,,,,,,,,,,,,,,0.499000,0.651000,0.600000,0.900000,0.802000,0.466000,0.002277,,,,,,,,,68.000000,0.036815,,,,,,
,,,,,,,,,,,,,,,,,,,,0.490000,0.641000,0.598000,0.900000,0.804000,0.457000,0.002233,,,,,,,,,69.000000,0.036902,,,,,,
,,,,,,,,,,,,,,,,,,,,0.495000,0.642000,0.599000,0.900000,0.793000,0.462000,0.002318,,,,,,,,,70.000000,0.037516,,,,,,
,,,,,,,,,,,,,,,,,,,,0.495000,0.641000,0.588000,0.900000,0.807000,0.462000,0.002311,,,,,,,,,71.000000,0.036880,,,,,,
,,,,,,,,,,,,,,,,,,,,0.501000,0.641000,0.602000,0.900000,0.812000,0.467000,0.002388,,,,,,,,,72.000000,0.037128,,,,,,
,,,,,,,,,,,,,,,,,,,,0.489000,0.631000,0.601000,0.900000,0.797000,0.455000,0.002346,,,,,,,,,73.000000,0.036785,,,,,,
,,,,,,,,,,,,,,,,,,,,0.490000,0.632000,0.602000,0.900000,0.801000,0.456000,0.002272,,,,,,,,,74.000000,0.037013,,,,,,
,,,,,,,,,,,,,,,,,,,,0.495000,0.641000,0.602000,0.900000,0.801000,0.462000,0.002271,,,,,,,,,75.000000,0.037715,,,,,,
,,,,,,,,,,,,,,,,,,,,0.498000,0.642000,0.599000,0.900000,0.815000,0.464000,0.002236,,,,,,,,,76.000000,0.036886,,,,,,
,,,,,,,,,,,,,,,,,,,,0.500000,0.641000,0.599000,0.900000,0.818000,0.466000,0.002261,,,,,,,,,77.000000,0.036834,,,,,,
,,,,,,,,,,,,,,,,,,,,0.491000,0.632000,0.590000,0.900000,0.815000,0.456000,0.002379,,,,,,,,,78.000000,0.037247,,,,,,
,,,,,,,,,,,,,,,,,,,,0.491000,0.632000,0.593000,0.900000,0.812000,0.456000,0.002291,,,,,,,,,79.000000,0.036990,,,,,,
,,,,,,,,,,,,,,,,,,,,0.490000,0.632000,0.588000,0.900000,0.804000,0.457000,0.002280,,,,,,,,,80.000000,0.037412,,,,,,
,,,,,,,,,,,,,,,,,,,,0.493000,0.641000,0.590000,0.900000,0.813000,0.460000,0.002278,,,,,,,,,81.000000,0.037100,,,,,,
,,,,,,,,,,,,,,,,,,,,0.488000,0.632000,0.599000,0.900000,0.794000,0.456000,0.002237,,,,,,,,,82.000000,0.036874,,,,,,
,,,,,,,,,,,,,,,,,,,,0.494000,0.632000,0.590000,0.900000,0.805000,0.462000,0.002290,,,,,,,,,83.000000,0.037006,,,,,,
,,,,,,,,,,,,,,,,,,,,0.490000,0.632000,0.587000,0.900000,0.804000,0.457000,0.002362,,,,,,,,,84.000000,0.037095,,,,,,
,,,,,,,,,,,,,,,,,,,,0.490000,0.632000,0.587000,0.900000,0.801000,0.457000,0.002360,,,,,,,,,85.000000,0.037743,,,,,,
,,,,,,,,,,,,,,,,,,,,0.495000,0.632000,0.586000,0.900000,0.801000,0.461000,0.002247,,,,,,,,,86.000000,0.036758,,,,,,
,,,,,,,,,,,,,,,,,,,,0.494000,0.632000,0.588000,0.900000,0.798000,0.462000,0.002341,,,,,,,,,87.000000,0.037016,,,,,,
,,,,,,,,,,,,,,,,,,,,0.493000,0.631000,0.588000,0.900000,0.808000,0.459000,0.002237,,,,,,,,,88.000000,0.037016,,,,,,
,,,,,,,,,,,,,,,,,,,,0.497000,0.641000,0.597000,0.900000,0.808000,0.463000,0.002276,,,,,,,,,89.000000,0.036867,,,,,,
,,,,,,,,,,,,,,,,,,,,0.496000,0.641000,0.599000,0.900000,0.799000,0.464000,0.002363,,,,,,,,,90.000000,0.042668,,,,,,
,,,,,,,,,,,,,,,,,,,,0.491000,0.641000,0.588000,0.900000,0.800000,0.459000,0.002558,,,,,,,,,91.000000,0.041814,,,,,,
,,,,,,,,,,,,,,,,,,,,0.495000,0.641000,0.596000,0.900000,0.799000,0.462000,0.002423,,,,,,,,,92.000000,0.042049,,,,,,
,,,,,,,,,,,,,,,,,,,,0.497000,0.641000,0.599000,0.900000,0.793000,0.465000,0.003119,,,,,,,,,93.000000,0.043155,,,,,,
,,,,,,,,,,,,,,,,,,,,0.494000,0.641000,0.597000,0.900000,0.800000,0.463000,0.002476,,,,,,,,,94.000000,0.042107,,,,,,
,,,,,,,,,,,,,,,,,,,,0.492000,0.632000,0.588000,0.900000,0.801000,0.460000,0.002419,,,,,,,,,95.000000,0.042208,,,,,,
,,,,,,,,,,,,,,,,,,,,0.491000,0.632000,0.599000,0.900000,0.799000,0.458000,0.002396,,,,,,,,,96.000000,0.038408,,,,,,
,,,,,,,,,,,,,,,,,,,,0.492000,0.632000,0.590000,0.900000,0.806000,0.459000,0.002399,,,,,,,,,97.000000,0.039160,,,,,,
,,,,,,,,,,,,,,,,,,,,0.495000,0.641000,0.600000,0.900000,0.807000,0.462000,0.002308,,,,,,,,,98.000000,0.038055,,,,,,
,,,,,,,,,,,,,,,,,,,,0.493000,0.632000,0.589000,0.900000,0.801000,0.460000,0.002542,,,,,,,,,99.000000,0.039090,,,,,,
,,,,,,,,,,,,,,,,,,,,0.494000,0.632000,0.599000,0.900000,0.807000,0.459000,0.002547,,,,,,,,,100.000000,0.040943,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.517000,0.680000,0.634000,0.900000,0.794000,0.495000
